Unnamed: 0,State,District,Persons,Males,Females,Growth Rate,Rural,Number of Households,Household Size per Household,Females per 1000 Males,"Sex Ratio,0-6 Year Olds",Literate Persons,Literacy Rate,Total Educated,Total Uneducated,Below Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate Degree or Above,1st Religion Name,1st Religion Population,2nd Religion Name,2nd Religion Population,3rd Religion Name,3rd Religion Population,Drinking Water Facilities,Safe Drinking Water Facilities,Electric Supply,Primary School,Middle Schools,Secondary Schools,Medical Facilities,Primary Health Centers,Communication Facilities,Bus Services,Paved Approach Road,Mud Approach Road,Permanent Housing Rate,Semi-Permanent Housing Rate,Temporary Housing Rate,Rate of Clean Water Facilities,Communication Facilities per 1000 People,Drinking Facilities per 1000 People,Medical Facilities per 1000 People,Permanent Housing,Semi-Permanent Housing,Temporary Housing,Total Housing,Religion 1 Percent Population,Religion 2 Percent Population,Religion 3 Percent Population,Rural Percent Population,Female to Male Ratio,District Name
203,JK,"District Kupwara (01), Jammu & Kashmir (01)",650393,341303,309090,38.59,624898,87052.0,7.0,906.0,1021.0,232557,43.24,232557.0,19625.0,43762.0,49065.0,53021.0,57176.0,9893.0,Muslims,633263,Hindus,12708,Sikhs,3454,359.0,290.0,345.0,346.0,149,67,194.0,31,68.0,207,253,98,0.0044540000000000005,0.0030340000000000002,0.0025129999999999996,0.807799442896936,0.10455217076444549,0.5519739603593519,0.29828119306327094,2897.0,1973.0,1634.0,6504.0,0.9736620781588978,0.019538955677567256,0.005310635262064629,0.9608006236229479,0.906,District Kupwara 
204,JK,"District Baramula (02), Jammu & Kashmir (01)",1169780,614816,554964,31.18,973458,158901.0,7.0,903.0,963.0,447075,45.41,447075.0,31484.0,90604.0,97012.0,96009.0,106243.0,25681.0,Muslims,1141162,Hindus,15191,Sikhs,12141,639.0,601.0,617.0,595.0,266,98,231.0,29,172.0,346,460,171,0.00732,0.0019399999999999999,0.0007400000000000001,0.9405320813771518,0.1470361948400554,0.5462565610627639,0.197473029116586,8563.0,2269.0,866.0,11698.0,0.9755355707910889,0.012986202533809776,0.010378874660192515,0.8321718613756433,0.903,District Baramula 
205,JK,"District Srinagar (03), Jammu & Kashmir (01)",1202447,649491,552956,31.45,256281,168232.0,7.0,851.0,948.0,641267,59.75,641267.0,37075.0,89649.0,101964.0,115438.0,220417.0,76539.0,Muslims,1138175,Hindus,48853,Sikhs,12967,168.0,157.0,168.0,149.0,73,29,74.0,14,52.0,142,151,7,0.00805,0.0016200000000000001,0.00033,0.9345238095238095,0.043245149266454154,0.13971509763008264,0.06154117395610783,9680.0,1948.0,397.0,12025.0,0.9465489955066627,0.040627986098347786,0.010783843279579059,0.21313288652223342,0.851,District Srinagar 
206,JK,"District Badgam (04), Jammu & Kashmir (01)",629309,326050,303259,26.5,558721,86489.0,7.0,930.0,1002.0,226167,42.53,226167.0,20047.0,47633.0,49071.0,43950.0,52789.0,12608.0,Muslims,617212,Hindus,6533,Sikhs,5317,470.0,408.0,467.0,419.0,179,59,174.0,30,130.0,300,307,160,0.008079999999999999,0.00146,0.00046,0.8680851063829788,0.20657578391537385,0.7468509110786593,0.2764937415482696,5085.0,919.0,289.0,6293.0,0.9807773287844286,0.010381227663993364,0.008448949562138791,0.8878325274229353,0.93,District Badgam 
208,JK,"District Anantnag (06), Jammu & Kashmir (01)",1172434,610007,562427,32.7,1004071,160395.0,7.0,922.0,986.0,463197,46.54,463197.0,41012.0,90591.0,97284.0,97638.0,110811.0,25804.0,Muslims,1154780,Hindus,11589,Sikhs,5553,605.0,552.0,594.0,562.0,254,83,277.0,34,163.0,421,520,77,0.00527,0.0027600000000000003,0.00196,0.912396694214876,0.13902701559320185,0.5160205179993075,0.23626063386083992,6179.0,3236.0,2298.0,11713.0,0.9849424359921326,0.009884564930733841,0.004736300721405213,0.856398739715839,0.922,District Anantnag 
209,JK,"District Leh (Ladakh) (07), Jammu & Kashmir (01)",117232,64306,52926,30.42,88593,24147.0,5.0,823.0,954.0,68278,65.34,68278.0,4004.0,11984.0,15707.0,13957.0,18977.0,3572.0,Buddhists,90618,Muslims,16156,Hindus,9573,112.0,97.0,96.0,111.0,65,29,104.0,9,49.0,85,80,28,0.00035000000000000005,0.0038299999999999996,0.00565,0.8660714285714286,0.41797461443974343,0.955370547290842,0.8871297939129248,41.0,449.0,662.0,1152.0,0.7729800737000136,0.13781220144670397,0.08165859151085028,0.7557066330012283,0.823,District Leh 
210,JK,"District Kargil (08), Jammu & Kashmir (01)",119307,64955,54352,31.39,108650,17146.0,7.0,837.0,979.0,60803,60.85,60803.0,3142.0,13572.0,12883.0,14497.0,15065.0,1635.0,Muslims,95963,Buddhists,17875,Hindus,5142,127.0,122.0,91.0,126.0,74,37,105.0,7,48.0,98,65,53,0.00064,0.00551,0.00385,0.9606299212598425,0.4023234177374337,1.0644807094302933,0.8800824763006362,76.0,657.0,459.0,1192.0,0.8043367111736948,0.1498235644178464,0.043098896125122584,0.9106758195244202,0.837,District Kargil 
211,JK,"District Doda (09), Jammu & Kashmir (01)",691929,363526,328403,26.76,644234,109500.0,6.0,903.0,964.0,274425,47.9,274425.0,13204.0,63657.0,62058.0,63344.0,62773.0,9365.0,Muslims,400765,Hindus,286849,Sikhs,1942,649.0,622.0,574.0,557.0,274,106,395.0,22,176.0,186,177,75,0.0017600000000000003,0.007509999999999999,0.00073,0.9583975346687211,0.2543613578849853,0.9379575072008833,0.5708678202532341,1218.0,5196.0,505.0,6919.0,0.5791995999589553,0.4145642110678986,0.0028066463466627357,0.931069517248157,0.903,District Doda 
212,JK,"District Udhampur (10), Jammu & Kashmir (01)",743509,399686,343823,26.95,626882,122462.0,6.0,860.0,930.0,343429,55.21,343429.0,13555.0,70678.0,90460.0,77607.0,76342.0,14762.0,Hindus,542593,Muslims,190112,Sikhs,7723,594.0,542.0,524.0,535.0,226,96,261.0,32,330.0,316,291,207,0.0026899999999999997,0.00563,0.00168,0.9124579124579124,0.4438412984913431,0.7989143372844176,0.3510381178976986,2000.0,4186.0,1249.0,7435.0,0.7297732777948889,0.255695627087231,0.01038723135832922,0.8431397602450004,0.86,District Udhampur 
213,JK,"District Punch (11), Jammu & Kashmir (01)",372613,194213,178400,28.08,348635,59848.0,6.0,919.0,958.0,156398,51.19,156398.0,6610.0,32185.0,38931.0,40392.0,31434.0,6832.0,Muslims,342512,Hindus,19391,Sikhs,10297,172.0,168.0,170.0,168.0,115,62,118.0,21,94.0,105,117,51,0.0013900000000000002,0.00804,0.00057,0.9767441860465116,0.25227246499719547,0.4616049359523151,0.31668245606030926,518.0,2996.0,212.0,3726.0,0.9192164524587172,0.05204058902936827,0.027634569915703424,0.9356490514286941,0.919,District Punch 
214,JK,"District Rajauri (12), Jammu & Kashmir (01)",483284,257336,225948,25.19,449629,81116.0,6.0,878.0,904.0,234228,57.99,234228.0,7256.0,44306.0,60684.0,66255.0,47476.0,8237.0,Muslims,291067,Hindus,180162,Sikhs,11601,377.0,339.0,360.0,344.0,192,101,189.0,20,206.0,234,230,138,0.00218,0.00772,0.0001,0.8992042440318302,0.4262504034894596,0.7800796219200304,0.3910743993179993,1054.0,3731.0,48.0,4833.0,0.6022690591867308,0.37278701550227195,0.024004519081947676,0.9303618576240885,0.878,District Rajauri 
218,Karnataka,"District Bagalkot * (02), Karnataka (29)",1651892,834247,817645,18.84,1173372,293645.0,6.0,980.0,939.0,794785,57.3,794785.0,16621.0,254452.0,230572.0,73843.0,175891.0,43406.0,Hindus,1424121,Muslims,184013,Jains,23882,618.0,617.0,617.0,560.0,476,155,429.0,41,491.0,587,461,548,0.00251,0.006690000000000001,0.00079,0.9983818770226537,0.2972349281914314,0.37411646766253487,0.25970220813467226,4146.0,11051.0,1305.0,16502.0,0.8621150777411598,0.1113952970291036,0.014457361619282617,0.7103200451361227,0.98,District Bagalkot * 
219,Karnataka,"District Bijapur (03), Karnataka (29)",1806918,926424,880494,17.63,1410829,317379.0,6.0,950.0,928.0,866561,57.01,866561.0,18729.0,276393.0,240833.0,81050.0,193305.0,56251.0,Hindus,1495080,Muslims,294491,Jains,8356,659.0,658.0,657.0,626.0,558,244,392.0,51,561.0,572,357,497,0.0026899999999999997,0.00638,0.00092,0.9984825493171472,0.3104734138461181,0.3647094112737822,0.21694398971065648,4861.0,11528.0,1662.0,18051.0,0.8274199493280824,0.16297972569867586,0.004624448923526136,0.7807930409681015,0.95,District Bijapur 
220,Karnataka,"District Gulbarga (04), Karnataka (29)",3130922,1592789,1538133,21.02,2278301,536056.0,6.0,966.0,937.0,1297445,50.01,1297445.0,42131.0,397499.0,345382.0,123657.0,310638.0,78138.0,Hindus,2381497,Muslims,551171,Buddhists,153619,1327.0,1323.0,1342.0,1337.0,808,249,708.0,109,910.0,975,875,1006,0.0059499999999999996,0.0035399999999999997,0.0005099999999999999,0.9969856819894499,0.2906492081246355,0.4238368122872432,0.2261314718156505,18629.0,11083.0,1597.0,31309.0,0.7606376013199946,0.17604111504534448,0.0490650996735147,0.7276773423291925,0.966,District Gulbarga 
221,Karnataka,"District Bidar (05), Karnataka (29)",1502373,771022,731351,19.56,1157498,252250.0,6.0,949.0,941.0,768358,60.94,768358.0,27404.0,197821.0,223243.0,76573.0,196756.0,46559.0,Hindus,1020174,Muslims,295762,Buddhists,122083,596.0,596.0,596.0,591.0,411,157,293.0,41,474.0,487,465,462,0.00752,0.0022500000000000003,0.00023,1.0,0.31550087761161844,0.39670574484498855,0.1950248040932578,11298.0,3380.0,346.0,15024.0,0.6790417559420996,0.19686322903832804,0.08126011316763547,0.7704464869909137,0.949,District Bidar 
222,Karnataka,"District Raichur (06), Karnataka (29)",1669762,841840,827922,21.93,1248925,297775.0,6.0,983.0,964.0,676799,48.81,676799.0,28540.0,245076.0,177843.0,58192.0,134598.0,32550.0,Hindus,1417051,Muslims,228652,Christians,12390,806.0,783.0,796.0,306.0,254,77,338.0,47,520.0,622,436,569,0.0024,0.00443,0.00316,0.9714640198511166,0.31142162775293725,0.48270352301705277,0.2024240580394092,4007.0,7397.0,5276.0,16680.0,0.8486544789017836,0.13693688082493194,0.0074202191689594086,0.7479658777718022,0.983,District Raichur 
223,Karnataka,District Koppal,1196089,603312,592777,24.57,997797,210888.0,6.0,983.0,953.0,534547,54.1,534547.0,17930.0,216383.0,140403.0,45683.0,93327.0,20820.0,Hindus,1042294,Muslims,137174,Religion not stated,5395,590.0,585.0,594.0,560.0,391,94,281.0,44,406.0,467,439,477,0.0025900000000000003,0.00402,0.0033799999999999998,0.9915254237288136,0.3394396236400469,0.4932743299202651,0.23493235035185508,3098.0,4808.0,4043.0,11949.0,0.8714184312371404,0.11468544564827533,0.004510533915118357,0.8342163501211031,0.983,District Koppal
224,Karnataka,"District Gadag * (08), Karnataka (29)",971835,493533,478302,13.14,629652,181500.0,5.0,969.0,951.0,551362,66.11,551362.0,9308.0,180661.0,155973.0,53681.0,122380.0,29358.0,Hindus,825166,Muslims,126232,Others,7743,327.0,327.0,322.0,297.0,256,105,202.0,29,277.0,300,224,212,0.0032899999999999995,0.0039000000000000003,0.0028100000000000004,1.0,0.2850278082184733,0.33647687107379337,0.20785421393549317,3197.0,3790.0,2731.0,9718.0,0.8490803480014611,0.1298903620470553,0.007967401873774869,0.6479001064995601,0.969,District Gadag * 
225,Karnataka,"District Dharwad (09), Karnataka (29)",1604253,823204,781049,16.65,722336,297494.0,5.0,949.0,942.0,992550,71.61,992550.0,13779.0,265574.0,270372.0,93207.0,262645.0,86968.0,Hindus,1221335,Muslims,315177,Christians,27634,358.0,358.0,359.0,313.0,271,93,201.0,24,302.0,349,187,224,0.00469,0.0035499999999999998,0.0017600000000000003,1.0,0.18824960900805549,0.22315682127444986,0.12529195831330844,7524.0,5695.0,2823.0,16042.0,0.761310715953157,0.1964634007229533,0.01722546256731326,0.4502631442796118,0.949,District Dharwad 
226,Karnataka,"District Uttara Kannada (10), Karnataka (29)",1353644,686876,666768,10.9,965731,273422.0,5.0,971.0,946.0,904024,76.6,904024.0,10304.0,307104.0,246858.0,101631.0,185288.0,52839.0,Hindus,1132005,Muslims,161574,Christians,44907,1243.0,1223.0,1148.0,964.0,558,180,359.0,50,902.0,773,714,975,0.00486,0.0042899999999999995,0.0008500000000000001,0.9839098954143202,0.6663494980955111,0.9182621132291799,0.2652100552287012,6579.0,5807.0,1151.0,13537.0,0.8362649263765066,0.11936225477304224,0.03317489679708993,0.7134305622453171,0.971,District Uttara Kannada 
228,Karnataka,"District Bellary (12), Karnataka (29)",2027140,1029714,997426,22.3,1320290,373034.0,5.0,969.0,946.0,980483,57.4,980483.0,23988.0,314498.0,275866.0,108406.0,199472.0,58253.0,Hindus,1739522,Muslims,257806,Christians,13226,523.0,515.0,524.0,381.0,358,140,260.0,53,383.0,471,418,406,0.0042,0.00335,0.00244,0.9847036328871893,0.18893613662598538,0.2579989541916197,0.12825951833617807,8514.0,6791.0,4946.0,20251.0,0.8581163609814813,0.12717720532375662,0.006524463036593427,0.6513067671695097,0.969,District Bellary 
229,Karnataka,"District Chitradurga (13), Karnataka (29)",1517896,776221,741675,15.05,1243658,296718.0,5.0,955.0,946.0,849690,64.45,849690.0,15737.0,228923.0,239747.0,108463.0,211183.0,45637.0,Hindus,1388506,Muslims,109412,Religion not stated,8411,916.0,913.0,946.0,879.0,620,278,197.0,56,722.0,722,714,428,0.005180000000000001,0.0035600000000000002,0.00125,0.9967248908296943,0.47565841137996284,0.6034669041884293,0.12978491280034996,7863.0,5404.0,1897.0,15164.0,0.9147570057500646,0.07208135471731923,0.005541222850577378,0.8193301780886174,0.955,District Chitradurga 
230,Karnataka,District Davanagere,1790952,917705,873247,14.78,1247954,337484.0,5.0,952.0,945.0,1045620,67.43,1045620.0,20222.0,277453.0,289955.0,136028.0,259402.0,62560.0,Hindus,1532714,Muslims,226708,Religion not stated,10944,786.0,784.0,808.0,727.0,526,291,278.0,57,613.0,682,577,431,0.00601,0.0034200000000000003,0.00056,0.9974554707379135,0.3422760632334088,0.4388727336076009,0.15522470730650514,10764.0,6125.0,1003.0,17892.0,0.8558096476064126,0.12658519044619845,0.006110716535116519,0.6968104114459795,0.952,District Davanagere
231,Karnataka,"District Shimoga (15), Karnataka (29)",1642545,830559,811986,12.9,1071535,341224.0,5.0,978.0,955.0,1068934,74.52,1068934.0,12369.0,269618.0,307761.0,145435.0,263089.0,70661.0,Hindus,1401087,Muslims,200979,Christians,26474,1415.0,1411.0,1399.0,989.0,626,199,311.0,51,1046.0,980,1014,1078,0.004529999999999999,0.00473,0.0007400000000000001,0.9971731448763251,0.636816647336907,0.8614680267511696,0.18934032248735955,7441.0,7769.0,1215.0,16425.0,0.8529976347679972,0.12235829155365606,0.016117671053152274,0.6523626445546393,0.978,District Shimoga 
233,Karnataka,"District Chikmagalur (17), Karnataka (29)",1140905,574911,565994,11.98,918181,246110.0,5.0,984.0,958.0,723610,72.2,723610.0,12820.0,174942.0,217446.0,104208.0,175305.0,38887.0,Hindus,1004674,Muslims,94429,Christians,27501,1029.0,1019.0,1034.0,518.0,465,188,161.0,51,580.0,572,668,893,0.00448,0.00491,0.0006,0.9902818270165209,0.508368356699287,0.9019155845578729,0.1411160438423883,5111.0,5602.0,685.0,11398.0,0.8805939144801714,0.08276675095647754,0.02410454858204671,0.8047830450388069,0.984,District Chikmagalur 
234,Karnataka,"District Tumkur (18), Karnataka (29)",2584711,1313801,1270910,11.87,2077509,550473.0,5.0,967.0,949.0,1525485,67.01,1525485.0,26140.0,353737.0,442987.0,246919.0,376384.0,79317.0,Hindus,2349801,Muslims,211732,Christians,7736,2477.0,2475.0,2573.0,2123.0,1321,483,382.0,85,1284.0,1554,1562,1635,0.00612,0.00249,0.0013800000000000002,0.9991925716592652,0.4967673368511992,0.9583276428196421,0.14779215161772435,15818.0,6436.0,3567.0,25821.0,0.9091155645640847,0.08191708860294246,0.0029929845154835493,0.8037683903538926,0.967,District Tumkur 
235,Karnataka,"District Kolar (19), Karnataka (29)",2536069,1286193,1249876,13.83,1910546,504185.0,5.0,972.0,959.0,1382267,62.84,1382267.0,25706.0,329607.0,404772.0,223831.0,332698.0,65652.0,Hindus,2196660,Muslims,298767,Christians,32547,2797.0,2781.0,2785.0,2342.0,1073,251,490.0,85,1211.0,1973,1726,1934,0.006920000000000001,0.002,0.0010800000000000002,0.9942795852699321,0.4775106670993573,1.1028879734739079,0.19321240865291917,17550.0,5072.0,2739.0,25361.0,0.8661672848806559,0.11780712591021775,0.01283364135597257,0.7533493765351021,0.972,District Kolar 
236,Karnataka,"District Bangalore (20), Karnataka (29)",6537124,3426599,3110525,34.8,777137,1460697.0,4.0,908.0,942.0,4782565,82.96,4782565.0,59922.0,665866.0,993052.0,591695.0,1735275.0,736744.0,Hindus,5188807,Muslims,874600,Christians,378978,651.0,650.0,644.0,561.0,277,94,144.0,25,424.0,480,504,665,0.00897,0.0008500000000000001,0.00017,0.9984639016897081,0.06486032695723686,0.09958507747443676,0.022028035570382326,58638.0,5557.0,1111.0,65306.0,0.7937446191933946,0.13378972159622488,0.057973200447169124,0.11888056582680702,0.908,District Bangalore 
238,Karnataka,"District Mandya (22), Karnataka (29)",1763705,888034,875671,7.14,1480990,373672.0,5.0,986.0,934.0,951460,61.05,951460.0,18018.0,199499.0,286608.0,170984.0,230259.0,46091.0,Hindus,1667640,Muslims,69890,Buddhists,11093,1330.0,1322.0,1323.0,1185.0,787,242,458.0,113,684.0,842,1022,1075,0.005679999999999999,0.00344,0.0008800000000000001,0.9939849624060151,0.38781995855315937,0.7540943638533655,0.25968061552243715,10018.0,6067.0,1552.0,17637.0,0.9455322743882906,0.03962680833812911,0.006289600585131868,0.839703918739245,0.986,District Mandya 
239,Karnataka,"District Hassan (23), Karnataka (29)",1721669,859086,862583,9.66,1416996,364806.0,5.0,1004.0,958.0,1044584,68.63,1044584.0,13691.0,238258.0,313894.0,187201.0,239412.0,52127.0,Hindus,1587287,Muslims,104730,Christians,15598,2330.0,2325.0,2341.0,1990.0,1016,313,482.0,80,1311.0,1320,1859,2069,0.0032799999999999995,0.00645,0.00026000000000000003,0.9978540772532188,0.7614704103982822,1.3533379528817677,0.2799608984073013,5647.0,11105.0,448.0,17200.0,0.9219466691913486,0.060830508070947434,0.009059813471695198,0.8230362514513533,1.004,District Hassan 
240,Karnataka,"District Dakshina Kannada (24), Karnataka (29)",1897730,938434,959296,14.51,1168428,362216.0,5.0,1022.0,951.0,1391738,83.35,1391738.0,6826.0,338980.0,483612.0,157540.0,310789.0,93990.0,Hindus,1301603,Muslims,418904,Christians,164982,354.0,354.0,354.0,352.0,342,192,327.0,56,349.0,346,345,345,0.0048200000000000005,0.00472,0.00046,1.0,0.18390392732369726,0.18653865407618575,0.17231112961274786,9147.0,8957.0,873.0,18977.0,0.6858736490438576,0.22073951510488848,0.08693649781581152,0.6156977019913265,1.022,District Dakshina Kannada 
241,Karnataka,"District Kodagu (25), Karnataka (29)",548561,274831,273730,11.64,473179,130110.0,4.0,996.0,976.0,373541,77.99,373541.0,4273.0,83154.0,109557.0,61766.0,90068.0,24723.0,Hindus,450694,Muslims,78466,Christians,17951,279.0,279.0,286.0,267.0,199,102,138.0,38,241.0,242,264,265,0.00491,0.00469,0.0004,1.0,0.4393312685371363,0.5086034187629087,0.2515672823988581,2693.0,2573.0,219.0,5485.0,0.8215932229961663,0.14303969841093334,0.032723799176390594,0.8625822834652846,0.996,District Kodagu 
242,Karnataka,"District Mysore (26), Karnataka (29)",2641027,1344670,1296357,15.04,1658899,545741.0,5.0,964.0,961.0,1471155,63.48,1471155.0,23181.0,306190.0,419378.0,217783.0,373399.0,131222.0,Hindus,2309267,Muslims,234302,Buddhists,37924,1184.0,1173.0,1215.0,1101.0,714,227,459.0,85,774.0,997,904,1111,0.005370000000000001,0.00412,0.0005099999999999999,0.9907094594594594,0.29306781036316554,0.44831044892763305,0.17379602707583075,14182.0,10881.0,1347.0,26410.0,0.8743822005606152,0.08871624561202895,0.014359565426631382,0.6281264826145284,0.964,District Mysore 
243,Karnataka,"District Chamarajanagar * (27), Karnataka (29)",965462,489940,475522,9.16,817372,203430.0,5.0,971.0,964.0,432700,50.87,432700.0,12796.0,112389.0,133704.0,65811.0,88966.0,19034.0,Hindus,863591,Muslims,39764,Buddhists,34114,421.0,421.0,418.0,368.0,267,89,108.0,49,288.0,335,346,328,0.00468,0.00418,0.00114,1.0,0.2983027814662825,0.4360606631850865,0.11186354304985592,4518.0,4036.0,1101.0,9655.0,0.8944847130182234,0.04118649931328214,0.03533437877409986,0.8466122954606189,0.971,District Chamarajanagar * 
251,Kerala,"District Ernakulam (08), Kerala (32)",3105798,1538397,1567401,9.09,1628713,693161.0,4.0,1019.0,954.0,2578813,93.2,2578813.0,24520.0,476336.0,528694.0,503631.0,820372.0,225105.0,Hindus,1444994,Christians,1204471,Muslims,451764,90.0,90.0,90.0,89.0,85,114,89.0,67,90.0,90,90,87,0.009229999999999999,0.00049,0.00028,1.0,0.028978059745031714,0.028978059745031714,0.02865608130342025,28667.0,1522.0,870.0,31059.0,0.46525691625791504,0.387813695546201,0.14545826869616119,0.5244104735723315,1.019,District Ernakulam 
259,Maharashtra,"District Nandurbar * (01), Maharashtra (27)",1311709,663511,648198,23.21,1109036,245421.0,5.0,977.0,961.0,603221,55.78,603221.0,27965.0,198188.0,147995.0,68675.0,131899.0,28499.0,Hindus,1198481,Muslims,71215,Christians,17953,932.0,895.0,778.0,920.0,217,160,259.0,47,299.0,679,614,261,0.0018,0.00644,0.0017600000000000003,0.9603004291845494,0.227946899807808,0.7105234468925654,0.19745233127164638,2361.0,8447.0,2309.0,13117.0,0.9136790248446873,0.05429176745756872,0.013686724723242732,0.845489357776763,0.977,District Nandurbar * 
260,Maharashtra,"District Dhule (02), Maharashtra (27)",1707947,878372,829575,16.01,1262062,324557.0,5.0,944.0,906.0,1040837,71.65,1040837.0,33191.0,287710.0,272659.0,130236.0,256675.0,60362.0,Hindus,1522895,Muslims,149466,Buddhists,14613,675.0,675.0,673.0,669.0,328,289,276.0,40,384.0,596,539,138,0.0025,0.00314,0.00435,1.0,0.22483133258818921,0.39521132681517634,0.16159752029776098,4270.0,5363.0,7430.0,17063.0,0.8916523756299229,0.08751208322038095,0.008555886101852107,0.7389351074711334,0.944,District Dhule 
261,Maharashtra,"District Jalgaon (03), Maharashtra (27)",3682690,1905493,1777197,15.44,2629896,732767.0,5.0,933.0,880.0,2381376,75.43,2381376.0,45138.0,672889.0,650949.0,329660.0,563675.0,119062.0,Hindus,3049368,Muslims,455288,Buddhists,126136,1491.0,1491.0,1486.0,1470.0,663,442,934.0,74,1425.0,1428,1376,115,0.0034799999999999996,0.0034200000000000003,0.00309,1.0,0.3869454121851147,0.4048670944336884,0.2536189578813313,12816.0,12595.0,11380.0,36791.0,0.8280273387116482,0.12362919496346421,0.0342510501834257,0.7141236433150767,0.933,District Jalgaon 
262,Maharashtra,"District Buldana (04), Maharashtra (27)",2232480,1147403,1085077,18.03,1759097,445634.0,5.0,946.0,908.0,1433889,75.78,1433889.0,26020.0,490339.0,381863.0,203864.0,275600.0,56203.0,Hindus,1622192,Buddhists,306503,Muslims,285387,1289.0,1286.0,1263.0,1194.0,618,230,379.0,19,677.0,846,1012,273,0.0036200000000000004,0.00575,0.00063,0.9976726144297905,0.3032501970902315,0.5773847918010464,0.1697663584892138,8082.0,12837.0,1406.0,22325.0,0.7266322654626245,0.1372926073245897,0.12783406794237798,0.7879564430588404,0.946,District Buldana 
